utterance_id,episode_id,turn_index,speaker_normalized_name,speaker_character_id,text,emote,action,is_target_agent_speaker,contains_target_agent_mention
utt__train_ep_006131__000,train_ep_006131,0,king,char__king,"Ho, Blacksmith! What are you working on today?",wave,,True,False
utt__train_ep_006131__001,train_ep_006131,1,blacksmith,char__blacksmith,I am working on swords for the king's army.  What brings you here?,,,False,False
utt__train_ep_006131__002,train_ep_006131,2,king,char__king,"Making sure that we have enough. I sense a massive battle brewing, and we'll need plenty of weapons. ",,,True,False
utt__train_ep_006131__003,train_ep_006131,3,blacksmith,char__blacksmith,"Oh, KING!  I'm sorry for my impertinence, I did not realize it was you.  I would never expect you to come to my humble shop.  We are on schedule your highness.  ",,,False,True
utt__train_ep_006131__004,train_ep_006131,4,king,char__king,"Well, I'm glad that you're a blacksmith and not a watchman. If I'd come in here like this, I could understand not recognizing me. ",,remove crown,True,False
utt__train_ep_006131__005,train_ep_006131,5,blacksmith,char__blacksmith,"Yes your highness.  I hope you can forgive me.  I wasn't looking at you, sir.  Is there a special task you have for me?",,,False,False
utt__train_ep_006131__006,train_ep_006131,6,king,char__king,"I'll need 3000 swords, 1500 shields by next week. I'm sure you can't pull that off, so I'll be sending a company of 'smiths to help you out. They should arrive later this afternoon.",,,True,False
utt__train_ep_006131__007,train_ep_006131,7,blacksmith,char__blacksmith,Thank you for the help your highness.  You are a good and magnanimous king. ,,,False,True
utt__train_ep_006131__008,train_ep_006131,8,king,char__king,"Speak freely, man. I don't care for all the formalities. I hear enough of that when I'm at home. Now that the business is out of the way, do you have any mead stashed away here?",laugh,,True,False
utt__train_ep_006131__009,train_ep_006131,9,blacksmith,char__blacksmith,"Oh course I do, King.  You aren't in the palace anymore, there is mead everywhere.  Follow me to the back.",laugh,,False,True
utt__train_ep_006131__010,train_ep_006131,10,king,char__king,"Good man! I swear, the things I have to put up with, sometimes I envy people like you, who can go to work and then just go home and forget about it at the end of the day.",,hug blacksmith,True,False
utt__train_ep_006131__011,train_ep_006131,11,blacksmith,char__blacksmith,"I imagine the weight of the crown is great.  You are always welcome here, however.",,hug king,False,False
utt__train_ep_006131__012,train_ep_006131,12,king,char__king,"This is good mead, friend. Here, try it on. See how you like the weight.",,give crown to blacksmith,True,False
utt__train_ep_006131__013,train_ep_006131,13,blacksmith,char__blacksmith,"I don't know king, what if one of your guards tells the queen?",,,False,True
utt__train_ep_006141__000,train_ep_006141,0,king,char__king,"Maid, what meal is on the docket today?",,,True,False
utt__train_ep_006141__001,train_ep_006141,1,maid,char__maid,"Sir, we have an exquisite duck from last night's hunt, served with fine white wine. Will that suffice? ",,,False,False
utt__train_ep_006141__002,train_ep_006141,2,king,char__king,I am expected guests tonight. I believe a sauce for the duck is appropriate.,,,True,False
utt__train_ep_006141__003,train_ep_006141,3,maid,char__maid,"Certainly, duck sauce cooked to perfection will be served! How many guests are you expecting, so we can plan accordingly? ",,,False,False
utt__train_ep_006141__004,train_ep_006141,4,king,char__king,I am expecting the regent of the neighboring kingdom and his entourage - 14 guests.,,,True,False
utt__train_ep_006141__005,train_ep_006141,5,maid,char__maid,That is quite the delegation! We will make sure everything is fresh and seasoned to your liking. ,,,False,False
utt__train_ep_006141__006,train_ep_006141,6,king,char__king,"In fact, they should be arriving shortly.",,wear crown,True,False
utt__train_ep_006141__007,train_ep_006141,7,maid,char__maid,"But, but.. the duck isn't ready yet! We still have one hour to go. ",sigh,,False,False
utt__train_ep_006141__008,train_ep_006141,8,king,char__king,And for dessert?,,,True,False
utt__train_ep_006141__009,train_ep_006141,9,maid,char__maid,Minced mouse pie with elderberries. Just as you requested! ,,,False,False
utt__train_ep_006141__010,train_ep_006141,10,king,char__king,I am simply curious your plans for dessert. It need not be ready now.,,,True,False
utt__train_ep_006141__011,train_ep_006141,11,maid,char__maid,"Of course, our appetizers of boiled eggs with creamy lizard sauce are ready on the table",,,False,False
utt__train_ep_006141__012,train_ep_006141,12,king,char__king,"Maid, did I mishear you? Did you say that the pie would be made of mice?",,,True,False
utt__train_ep_006141__013,train_ep_006141,13,maid,char__maid,"oh sorry, I mean't to say minced chicken. My apologies! ",,,False,False
utt__train_ep_006142__000,train_ep_006142,0,king,char__king,"Hey there., what are you doing here?",,,True,False
utt__train_ep_006142__001,train_ep_006142,1,thief,char__thief,Minding my own business!,,steal crown from king,False,False
utt__train_ep_006142__002,train_ep_006142,2,king,char__king,"Indeed, you're the guards should be here any moment from now, I'll have your head on a stake by morning",,,True,False
utt__train_ep_006142__003,train_ep_006142,3,thief,char__thief,You will never catch me. I have powers!,,steal scepter from king,False,False
utt__train_ep_006142__004,train_ep_006142,4,king,char__king,"Do you realise, you're stealing from a King?",,steal crown from thief,True,True
utt__train_ep_006147__000,train_ep_006147,0,king,char__king,"Hello, my queen. ",smile,,True,False
utt__train_ep_006147__001,train_ep_006147,1,queen,char__queen,"Good morning, my King!",,hug king,False,True
utt__train_ep_006147__002,train_ep_006147,2,king,char__king,How did you sleep? ,,hug queen,True,False
utt__train_ep_006147__003,train_ep_006147,3,queen,char__queen,"As well as to be expected. You were snoring, I heard you all night long. Were there many logs?",,,False,False
utt__train_ep_006147__004,train_ep_006147,4,king,char__king,"Many, I'm afraid ",laugh,,True,False
utt__train_ep_006147__005,train_ep_006147,5,queen,char__queen,Then maybe it will be a warm night with them used for a fire.,laugh,,False,False
utt__train_ep_006147__006,train_ep_006147,6,king,char__king,"My queen, there is something I must tell you. ",,,True,False
utt__train_ep_006147__007,train_ep_006147,7,queen,char__queen,Please do tell my husband,,,False,False
utt__train_ep_006147__008,train_ep_006147,8,king,char__king,There are rumors of a plot to overthrow me. ,,,True,False
utt__train_ep_006147__009,train_ep_006147,9,queen,char__queen,Rumors? From whom? Why would anyone want to overthrow you? You are a most kind King,,,False,True
utt__train_ep_006147__010,train_ep_006147,10,king,char__king,My guards approched me this morning. It grieves me because the rumors are that it's my own brother who wishes to betray me. ,sigh,,True,False
utt__train_ep_006147__011,train_ep_006147,11,queen,char__queen,How trustworthy are these rumors? Have you spoken to your brother?,,,False,False
utt__train_ep_006147__012,train_ep_006147,12,king,char__king,I have not spoken to him. I wanted to speak with you first. You are always my first priority.,,,True,False
utt__train_ep_006147__013,train_ep_006147,13,queen,char__queen,"As you are to me, my husband! You should speak to your brother and without emotion. You need to realize who could be speaking the truth.",,,False,False
utt__train_ep_006161__000,train_ep_006161,0,patron,char__patron,My Lord...what an honor. I was not expecting to see you here with a lowly patron like meself! ,,,False,False
utt__train_ep_006161__001,train_ep_006161,1,king,char__king,What is it you have come for here in the garden?,,,True,False
utt__train_ep_006161__002,train_ep_006161,2,patron,char__patron,"Well, my Lord...it seems I have had a bit too much ale on this fine eve. I have come here to sober up, and enjoy the beautiful scenery.",,,False,False
utt__train_ep_006161__003,train_ep_006161,3,king,char__king,"Well we all drink a little too much, once in a while. The trick is to not do that every day. You do not do this every day, do you?",,,True,False
utt__train_ep_006161__004,train_ep_006161,4,patron,char__patron,"Of course not, my Lord!",,,False,False
utt__train_ep_006161__005,train_ep_006161,5,king,char__king,What is it you do for work?,,,True,False
utt__train_ep_006161__006,train_ep_006161,6,patron,char__patron,I am a farmer. I plow the fields for long hours each and every day. ,,,False,False
utt__train_ep_006161__007,train_ep_006161,7,king,char__king,That is noble work. What crop is in season for us? ,,,True,False
utt__train_ep_006161__008,train_ep_006161,8,patron,char__patron,"It is potatoes, my Lord...however, it seems most have developed the blight. This has been hard on my family and I, which it seems has driven me to my inebriated state you see me in now. ",,,False,False
utt__train_ep_006161__009,train_ep_006161,9,king,char__king,"Man, this only an temporary obstacle. Having problems with a much needed crop will pass. There will be another season and that could be better. You can predict the weather and how it affects your crop and you cannot predict the insects that destroy your crops. Drinking is not your solution.",,,True,False
utt__train_ep_006161__010,train_ep_006161,10,patron,char__patron,"You are wise, my King. Thank you for the advice...this is true.",,,False,True
utt__train_ep_006161__011,train_ep_006161,11,king,char__king,Do you have a wife and family? And what is they do while you plow and sow seeds in your field.,,,True,False
utt__train_ep_006161__012,train_ep_006161,12,patron,char__patron,"I do me Lord..I have a wife and 5 kids. All boys. Me wife cares for the younger ones, whilst the older ones assist me in the fields most days. It is very helpful having good, strong boys. ",,,False,False
utt__train_ep_006161__013,train_ep_006161,13,king,char__king,It sounds like you have a very grateful family! Working together helps build character for you and your boys. You are a lucky man.,,,True,False
