source_character_id,target_character_id,source_character_name,target_character_name,co_episode_count,is_focus_character_pair
char__artists,char__hummingbird,artists,hummingbird,1,False
char__barn_cat,char__peasant,barn cat,peasant,2,False
char__town_baker,char__visitor,town baker,visitor,1,False
char__many_insects,char__priest,many insects,priest,1,False
char__priest,char__songbird,priest,songbird,1,False
char__tax_agent,char__worshipper,tax agent,worshipper,1,False
char__horse,char__young_maiden,horse,young maiden,3,False
char__horse,char__knight,horse,knight,8,False
char__archer,char__wild_boar,archer,wild boar,1,False
char__deer,char__organism,deer,organism,2,False
char__lady_in_waiting,char__queen,lady in waiting,queen,3,False
char__chiefs,char__cook,chiefs,cook,1,False
char__member,char__peasant,member,peasant,2,False
char__deer,char__pair_of_cheerful_wrens_nesting_under_the_eaves,deer,pair of cheerful wrens nesting under the eaves,1,False
char__shoe_shiner,char__soldier,shoe shiner,soldier,1,False
char__archer,char__guard,archer,guard,1,False
char__man_sleeping_inside,char__pelican,man sleeping inside,pelican,1,False
char__madam_and_her_girls,char__man,madam and her girls,man,4,False
char__cat,char__chicken,cat,chicken,1,False
char__sad_townsman,char__trainer,sad townsman,trainer,1,False
char__captain,char__traveler,captain,traveler,3,False
char__family_member,char__weary_traveler,family member,weary traveler,1,False
char__god,char__petitioner,god,petitioner,1,False
char__old_gnaisha,char__patron,old gnaisha,patron,2,False
char__fox,char__person,fox,person,1,False
char__barn_cat,char__stable_hand,barn cat,stable hand,2,False
char__gaurd,char__lord_chamberlain,gaurd,lord chamberlain,1,False
char__frog,char__wizard_s_assistant,frog,wizard's assistant,1,False
char__bird,char__owl,bird,owl,3,False
char__assistant_chef,char__wizard,assistant chef,wizard,1,False
char__families,char__young_boy,families,young boy,2,False
char__blacksmith,char__scullery_maid,blacksmith,scullery maid,1,False
char__resident,char__traveling_salesmen_stopping_for_a_drink,resident,traveling salesmen stopping for a drink,1,False
char__high_priest_reading_an_arcane_book,char__nun,high priest reading an arcane book,nun,1,False
char__cooks,char__villager,cooks,villager,1,False
char__songbird,char__townsperson,songbird,townsperson,1,False
char__fat_rats,char__pirate,fat rats,pirate,1,False
char__camel,char__goblin,camel,goblin,1,False
char__owner,char__traveler,owner,traveler,2,False
char__family_member,char__large_spider_high_in_one_corner,family member,large spider high in one corner,1,False
char__thief,char__wife,thief,wife,3,False
char__craftsman,char__lawyer,craftsman,lawyer,1,False
char__king_fulmer,char__outside_attackers,king fulmer,outside attackers,1,False
char__cardinal,char__companion,cardinal,companion,1,False
char__big_sheep_like_brown_dog,char__faerie,big sheep-like brown dog,faerie,1,False
char__chiefs,char__monk,chiefs,monk,1,False
char__grounds_keeper,char__organist,grounds keeper,organist,1,False
char__customer,char__mayor,customer,mayor,1,False
char__hummingbird,char__owl,hummingbird,owl,1,False
char__servant,char__sister,servant,sister,2,False
char__maid,char__soldier,maid,soldier,1,False
char__council_man,char__monkey,council man,monkey,1,False
char__mariner,char__servant,mariner,servant,3,False
char__knight,char__mayor,knight,mayor,1,False
char__camel,char__local,camel,local,1,False
char__robber,char__watchman,robber,watchman,3,False
char__runaway,char__traveler,runaway,traveler,1,False
char__guard,char__talking_cat,guard,talking cat,1,False
char__clergyman,char__priests,clergyman,priests,2,False
char__hunter,char__scorpion,hunter,scorpion,1,False
char__madam_and_her_girls,char__monk,madam and her girls,monk,1,False
char__local_merchant,char__rat,local merchant,rat,1,False
char__friend,char__visitor,friend,visitor,3,False
char__cleaning_person,char__prisoner,cleaning person,prisoner,1,False
char__gardener,char__grandmother,gardener,grandmother,1,False
char__ghost,char__lady_in_a_white_decadent_dress,ghost,lady in a white decadent dress,1,False
char__deity,char__squirrel,deity,squirrel,1,False
char__miner,char__sacrifice,miner,sacrifice,1,False
char__cat,char__stray_dogs,cat,stray dogs,1,False
char__princess,char__vendor,princess,vendor,1,False
char__barkeep,char__knight,barkeep,knight,1,False
char__god,char__pet_goldfish,god,pet goldfish,1,False
char__thief,char__yeti,thief,yeti,1,False
char__bigfoot,char__scribe_constantly_writing,bigfoot,scribe constantly writing,1,False
char__handmaid,char__person,handmaid,person,1,False
char__handmaid,char__troll,handmaid,troll,1,False
char__organism,char__sailor,organism,sailor,1,False
char__enchantress,char__guest,enchantress,guest,1,False
char__wolf,char__young_student_reading_a_book_beneath_a_dogwood_tree,wolf,young student reading a book beneath a dogwood tree,1,False
char__blacksmith,char__customer,blacksmith,customer,2,False
char__vendor,char__wife,vendor,wife,1,False
char__snakes,char__traveller,snakes,traveller,2,False
char__loved_ones,char__person,loved ones,person,1,False
char__attendee,char__temple_members,attendee,temple members,1,False
char__snakes,char__spirit,snakes,spirit,2,False
char__challenger,char__vigilant_guard,challenger,vigilant guard,1,False
char__chilling_wind_or_voice,char__crow,chilling wind or voice,crow,3,False
char__captured_knight,char__farmer,captured knight,farmer,6,False
char__person,char__preacher,person,preacher,6,False
char__family_member,char__husband,family member,husband,6,False
char__goldfinch,char__queen,goldfinch,queen,1,False
char__knight,char__spelunker,knight,spelunker,2,False
char__maid,char__nobleman,maid,nobleman,3,False
char__captured_knight,char__knight,captured knight,knight,4,False
char__king_s_guardsman,char__large_experienced_guard_with_a_grizzly_expression,king's guardsman,large experienced guard with a grizzly expression,4,False
char__ambassador,char__craftsman,ambassador,craftsman,5,False
char__bivalve,char__guard,bivalve,guard,3,False
char__follower,char__founder,follower,founder,7,False
char__lizards,char__swimmer,lizards,swimmer,1,False
char__pirate,char__young_boy_who_is_a_deck_hand,pirate,young boy who is a deck hand,1,False
char__king,char__scullery_maid,king,scullery maid,1,True
char__bat_queen,char__villager,bat queen,villager,1,False
char__baby,char__daughter,baby,daughter,1,False
char__animal,char__farmer_bob,animal,farmer bob,2,False
char__large_spider_high_in_one_corner,char__royalty,large spider high in one corner,royalty,1,False
char__army,char__blacksmith,army,blacksmith,2,False
char__criminal,char__king,criminal,king,1,True
char__jacob,char__spider,jacob,spider,2,False
char__dog,char__goat_for_company_for_the_horses,dog,goat for company for the horses,3,False
char__lizards,char__turtles,lizards,turtles,3,False
char__priests,char__village_official,priests,village official,2,False
char__royal_family,char__woman,royal family,woman,2,False
char__bivalve,char__small_living_thing,bivalve,small living thing,2,False
char__bird,char__gypsy,bird,gypsy,3,False
char__person,char__spider,person,spider,2,False
char__person,char__soldier,person,soldier,4,False
char__person,char__rabbit,person,rabbit,1,False
char__knight,char__rabbit,knight,rabbit,1,False
char__duke,char__knight,duke,knight,1,False
char__leper,char__they_are_not_quite_outcast,leper,they are not quite outcast,1,False
char__figure,char__mysterious_owner,figure,mysterious owner,1,False
char__noble,char__townsperson,noble,townsperson,1,False
char__demon,char__worms,demon,worms,1,False
char__archer,char__enemy,archer,enemy,2,False
char__dirt,char__prisoner,dirt,prisoner,1,False
char__inhabitant,char__scribe_constantly_writing,inhabitant,scribe constantly writing,3,False
char__guard,char__guest,guard,guest,1,False
char__fish,char__otter,fish,otter,1,False
char__snake,char__wealthy_noble,snake,wealthy noble,3,False
char__artists,char__member,artists,member,3,False
char__knight,char__pirate,knight,pirate,1,False
char__rat,char__student,rat,student,1,False
char__congregant,char__hog,congregant,hog,1,False
char__recently_tortured,char__soldier,recently tortured,soldier,2,False
char__handmaid,char__steward,handmaid,steward,1,False
char__gravedigger,char__large_black_vulture,gravedigger,large black vulture,1,False
char__family_member,char__king,family member,king,1,True
char__butler,char__straw,butler,straw,1,False
char__animal,char__mouse,animal,mouse,1,False
char__emperor,char__empress,emperor,empress,4,False
char__child,char__horse_caretaker_trainer,child,horse caretaker trainer,2,False
char__knight,char__ox,knight,ox,1,False
char__ghost,char__rat,ghost,rat,1,False
char__kings,char__queen,kings,queen,2,False
char__guest,char__waiter,guest,waiter,1,False
char__cooks,char__servant,cooks,servant,1,False
char__craftsman,char__cut_throat,craftsman,cut throat,1,False
char__cavalry,char__member,cavalry,member,1,False
char__nurse,char__traitor,nurse,traitor,1,False
char__animal,char__fisherman,animal,fisherman,1,False
char__bug,char__squirrel,bug,squirrel,1,False
char__butterfly,char__horse,butterfly,horse,1,False
char__fairy,char__royal_dog,fairy,royal dog,1,False
char__witch,char__wolf,witch,wolf,2,False
char__mayor,char__person,mayor,person,2,False
char__mother,char__sister,mother,sister,1,False
char__dancer,char__man,dancer,man,1,False
char__local,char__priest,local,priest,2,False
char__child,char__maid,child,maid,2,False
char__denizen,char__woman,denizen,woman,1,False
char__patron,char__warrior,patron,warrior,3,False
char__future_heir_to_the_throne,char__villager,future heir to the throne,villager,1,False
char__barn_cat,char__faery,barn cat,faery,2,False
char__animal,char__dog,animal,dog,1,False
char__dogs,char__prisoner,dogs,prisoner,1,False
char__ghost,char__person,ghost,person,4,False
char__farmers,char__queen,farmers,queen,1,False
char__goat,char__wrongdoer,goat,wrongdoer,1,False
char__war_officer,char__wizard,war officer,wizard,1,False
char__child,char__families,child,families,6,False
char__priests,char__prince,priests,prince,1,False
char__grass_snake,char__troubadours,grass snake,troubadours,1,False
char__dog,char__priest,dog,priest,2,False
char__king_s_mother_who_sits_at_their_side,char__visitor,king's mother who sits at their side,visitor,1,False
char__clergy,char__priestess,clergy,priestess,1,False
char__enemy,char__king,enemy,king,4,True
char__families,char__person,families,person,2,False
char__monk,char__pirate,monk,pirate,1,False
char__her_maid,char__laborsmen,her maid,laborsmen,1,False
char__sailor,char__salesman,sailor,salesman,3,False
char__goblin,char__guest,goblin,guest,1,False
char__child,char__helpers,child,helpers,1,False
char__king_s_treasurer,char__spirit,king's treasurer,spirit,1,False
char__fairy,char__rabid_wolf,fairy,rabid wolf,1,False
char__cleric,char__wife,cleric,wife,1,False
char__angel,char__dragon,angel,dragon,1,False
char__diplomat,char__monk,diplomat,monk,1,False
char__bigfoot,char__girl,bigfoot,girl,1,False
char__animal,char__villager,animal,villager,1,False
char__knight,char__young_student_reading_a_book_beneath_a_dogwood_tree,knight,young student reading a book beneath a dogwood tree,1,False
char__guest,char__knights_in_training,guest,knights in training,1,False
char__demon,char__dragon,demon,dragon,1,False
char__queen,char__repentant_person,queen,repentant person,1,False
char__hog,char__outlaw,hog,outlaw,1,False
char__sheep,char__worshiper,sheep,worshiper,1,False
char__cat,char__farmers,cat,farmers,1,False
char__priest,char__troll,priest,troll,1,False
char__jester,char__soldier,jester,soldier,2,False
char__ambassador,char__local,ambassador,local,1,False
char__individual,char__member,individual,member,1,False
char__clergyman,char__watchman,clergyman,watchman,1,False
char__servant,char__visitor,servant,visitor,1,False
char__guard,char__rat_chews_on_a_dropped_hymnbook,guard,rat chews on a dropped hymnbook,2,False
char__clergy,char__visitor,clergy,visitor,3,False
char__bat_king,char__old_man_with_a_fishing_rod,bat king,old man with a fishing rod,1,False
char__priest_in_ornate_robes,char__sailor,priest in ornate robes,sailor,1,False
char__guard,char__traveler,guard,traveler,4,False
char__scorpion,char__snake,scorpion,snake,1,False
char__dog,char__visitor,dog,visitor,3,False
char__critter,char__fishermen,critter,fishermen,1,False
char__cleaning_person,char__queen,cleaning person,queen,1,False
char__guest,char__maid,guest,maid,2,False
char__beaver,char__guard,beaver,guard,1,False
char__daughter,char__small_aggressive_looking_dog,daughter,small aggressive-looking dog,1,False
char__ghost,char__skeleton,ghost,skeleton,2,False
char__servant,char__soul,servant,soul,1,False
char__bartender,char__party_goers,bartender,party goers,1,False
char__bishop,char__pastor,bishop,pastor,1,False
char__soldier,char__torture_master,soldier,torture master,2,False
char__boar,char__thief,boar,thief,1,False
char__knight,char__traveler,knight,traveler,1,False
char__bandit,char__old_man,bandit,old man,2,False
char__seagull,char__thief,seagull,thief,2,False
char__drunkard,char__merchant,drunkard,merchant,2,False
char__chicken,char__snake,chicken,snake,1,False
char__person,char__scullions,person,scullions,1,False
char__iguana,char__thief,iguana,thief,1,False
char__musician,char__servant,musician,servant,4,False
char__mate,char__sailor,mate,sailor,1,False
char__musician,char__old_woman,musician,old woman,1,False
char__fish,char__wolf,fish,wolf,1,False
char__companion,char__guard,companion,guard,1,False
char__rat,char__there_is_also_a_young_woman_selling_flowers_to_passersby,rat,there is also a young woman selling flowers to passersby,2,False
char__rat_chews_on_a_dropped_hymnbook,char__snakes,rat chews on a dropped hymnbook,snakes,4,False
